,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
5978,26.0,24000.0,Hipoteca,5.0,Personal,C,2100.0,13.11,0.0,0.09,N,3
5979,30.0,65004.0,Hipoteca,9.0,Educativo,A,15000.0,7.51,0.0,0.23,N,9
5980,23.0,87600.0,Hipoteca,7.0,Médico,C,20000.0,13.35,0.0,0.23,S,4
5981,22.0,28000.0,Aluguel,5.0,Personal,B,6900.0,9.99,0.0,0.25,N,3
5982,27.0,96000.0,Hipoteca,3.0,Empreendimento,C,3000.0,14.17,1.0,0.03,S,9
5983,28.0,135996.0,Hipoteca,12.0,Melhora do lar,A,12500.0,8.59,0.0,0.09,N,6
5984,28.0,44000.0,Hipoteca,12.0,Médico,B,8000.0,10.59,0.0,0.18,N,6
5985,27.0,24000.0,Própria,2.0,Empreendimento,C,6000.0,12.53,0.0,0.25,N,9
5986,35.0,14400.0,Própria,2.0,Pagamento de débitos,B,5550.0,10.37,1.0,0.39,N,8
5987,26.0,86000.0,Aluguel,10.0,Empreendimento,A,18000.0,8.49,0.0,0.21,N,2
5988,22.0,48600.0,Hipoteca,6.0,Educativo,B,12000.0,12.42,1.0,0.25,N,4
5989,23.0,45600.0,Aluguel,4.0,Personal,C,5000.0,14.22,0.0,0.11,S,4
5990,23.0,75000.0,Hipoteca,7.0,Empreendimento,B,17000.0,11.12,0.0,0.23,N,2
5991,28.0,56664.0,Hipoteca,12.0,Personal,D,16300.0,14.91,1.0,0.29,S,10
5992,25.0,42000.0,Hipoteca,9.0,Melhora do lar,B,12000.0,9.91,0.0,0.29,N,2
5993,28.0,24000.0,Aluguel,0.0,Educativo,B,5000.0,11.86,0.0,0.21,N,8
5994,25.0,60000.0,Hipoteca,5.0,Personal,A,10425.0,8.49,0.0,0.17,N,4
5995,26.0,31000.0,Hipoteca,5.0,Educativo,B,4000.0,10.33,0.0,0.13,N,2
5996,22.0,18000.0,Aluguel,3.0,Pagamento de débitos,B,3000.0,10.59,1.0,0.17,N,3
5997,23.0,93000.0,Própria,7.0,Empreendimento,C,25000.0,12.73,0.0,0.27,N,3
5998,29.0,44000.0,Aluguel,8.0,Empreendimento,A,11000.0,7.29,0.0,0.25,N,6
5999,25.0,26453.0,Hipoteca,6.0,Médico,B,7200.0,11.71,1.0,0.27,N,4
6000,25.0,75000.0,Aluguel,9.0,Empreendimento,A,6775.0,7.9,0.0,0.09,N,4
6001,49.0,95000.0,Hipoteca,12.0,Pagamento de débitos,A,7500.0,6.03,0.0,0.08,N,13
6002,26.0,80000.0,Própria,5.0,Personal,C,7000.0,13.22,0.0,0.09,S,2
6003,27.0,60500.0,Aluguel,6.0,Médico,B,2400.0,12.69,0.0,0.04,N,8
6004,30.0,76000.0,Hipoteca,5.0,Melhora do lar,A,6250.0,7.88,0.0,0.08,N,10
6005,28.0,178000.0,Aluguel,5.0,Educativo,D,25000.0,14.46,1.0,0.14,S,7
6006,25.0,66300.0,Aluguel,3.0,Médico,E,25000.0,17.93,1.0,0.32,S,4
6007,29.0,32000.0,Aluguel,2.0,Educativo,C,7000.0,14.65,1.0,0.22,S,10
6008,28.0,33000.0,Hipoteca,9.0,Personal,A,4000.0,7.9,1.0,0.12,N,8
6009,36.0,56650.0,Hipoteca,16.0,Empreendimento,C,12000.0,13.72,0.0,0.21,N,11
6010,25.0,78000.0,Hipoteca,9.0,Educativo,A,8000.0,7.9,0.0,0.1,N,4
6011,30.0,60000.0,Hipoteca,12.0,Pagamento de débitos,B,2500.0,12.69,0.0,0.04,N,7
6012,23.0,44000.0,Hipoteca,2.0,Empreendimento,A,2000.0,7.4,0.0,0.05,N,4
6013,25.0,67500.0,Aluguel,2.0,Educativo,A,7200.0,7.88,0.0,0.11,N,4
6014,29.0,45000.0,Aluguel,9.0,Personal,B,14000.0,12.69,1.0,0.31,N,5
6015,24.0,47088.0,Aluguel,8.0,Pagamento de débitos,A,4000.0,6.62,0.0,0.08,N,4
6016,25.0,30000.0,Aluguel,4.0,Educativo,B,5000.0,11.86,0.0,0.17,N,2
6017,22.0,20000.0,Aluguel,2.0,Empreendimento,B,5000.0,11.86,0.0,0.25,N,2
6018,39.0,70000.0,Hipoteca,7.0,Personal,A,12500.0,7.9,0.0,0.18,N,12
6019,29.0,34000.0,Hipoteca,0.0,Empreendimento,C,3000.0,13.61,0.0,0.09,N,9
6020,30.0,50000.0,Hipoteca,14.0,Pagamento de débitos,A,1875.0,8.0,0.0,0.04,N,9
6021,40.0,56472.0,Aluguel,4.0,Educativo,B,15775.0,10.59,0.0,0.28,N,14
6022,24.0,52728.0,Aluguel,4.0,Educativo,A,5000.0,7.74,0.0,0.09,N,4
6023,23.0,120000.0,Aluguel,1.0,Educativo,B,25600.0,12.69,0.0,0.21,N,3
6024,22.0,34800.0,Hipoteca,3.0,Pagamento de débitos,C,1500.0,13.49,0.0,0.04,S,3
6025,25.0,26400.0,Aluguel,5.0,Educativo,A,5300.0,8.49,0.0,0.2,N,3
6026,51.0,46560.0,Hipoteca,2.0,Personal,A,11600.0,8.94,0.0,0.25,N,30
6027,30.0,28000.0,Própria,5.0,Melhora do lar,B,6300.0,11.99,0.0,0.23,N,8
6028,24.0,130000.0,Hipoteca,6.0,Personal,B,20000.0,11.58,0.0,0.15,N,2
6029,28.0,53500.0,Aluguel,4.0,Empreendimento,B,5000.0,12.18,0.0,0.09,N,5
6030,26.0,110000.0,Aluguel,0.0,Pagamento de débitos,A,2100.0,7.12,0.0,0.02,N,2
6031,29.0,350000.0,Hipoteca,13.0,Pagamento de débitos,A,12000.0,7.51,0.0,0.03,N,7
6032,22.0,29000.0,Hipoteca,6.0,Personal,A,12000.0,5.42,1.0,0.41,N,4
6033,27.0,65000.0,Hipoteca,2.0,Pagamento de débitos,B,10000.0,12.53,0.0,0.15,N,7
6034,34.0,287300.0,Aluguel,1.0,Médico,C,15000.0,12.41,1.0,0.04,S,8
6035,27.0,104371.0,Aluguel,4.0,Melhora do lar,D,15000.0,16.77,0.0,0.14,N,5
6036,25.0,26729.0,Aluguel,5.0,Médico,B,7300.0,11.14,0.0,0.27,N,3
6037,23.0,28800.0,Aluguel,0.0,Médico,A,1500.0,7.74,0.0,0.05,N,3
6038,23.0,100000.0,Hipoteca,0.0,Pagamento de débitos,A,7000.0,8.59,0.0,0.07,N,4
6039,29.0,46400.0,Hipoteca,0.0,Educativo,A,12000.0,7.51,0.0,0.26,N,10
6040,23.0,65000.0,Hipoteca,1.0,Personal,B,10800.0,10.0,0.0,0.17,N,4
6041,22.0,72000.0,Hipoteca,1.0,Personal,C,8500.0,15.96,1.0,0.12,N,2
6042,33.0,54000.0,Aluguel,13.0,Empreendimento,A,10000.0,8.9,0.0,0.19,N,5
6043,25.0,53000.0,Hipoteca,4.0,Educativo,A,6000.0,6.62,0.0,0.11,N,2
6044,32.0,38000.0,Aluguel,0.0,Educativo,B,7200.0,10.08,0.0,0.19,N,7
6045,22.0,21000.0,Aluguel,0.0,Educativo,C,2000.0,14.22,0.0,0.1,S,3
6046,26.0,75000.0,Hipoteca,10.0,Educativo,A,9600.0,5.42,0.0,0.13,N,3
6047,26.0,20004.0,Aluguel,2.0,Pagamento de débitos,B,4000.0,12.18,0.0,0.2,N,4
6048,42.0,36000.0,Aluguel,0.0,Médico,C,11000.0,11.97,1.0,0.31,S,16
6049,35.0,75573.0,Hipoteca,9.0,Melhora do lar,B,22000.0,9.88,0.0,0.29,N,8
6050,48.0,15000.0,Aluguel,4.0,Pagamento de débitos,C,2000.0,12.84,0.0,0.13,S,14
6051,33.0,24000.0,Aluguel,0.0,Educativo,C,2000.0,14.35,0.0,0.08,S,7
6052,23.0,47000.0,Aluguel,8.0,Pagamento de débitos,B,17000.0,9.99,1.0,0.36,N,4
6053,41.0,42600.0,Aluguel,0.0,Empreendimento,D,10000.0,15.62,1.0,0.23,S,12
6054,27.0,120000.0,Hipoteca,5.0,Melhora do lar,D,25000.0,15.95,0.0,0.21,N,9
6055,36.0,81000.0,Hipoteca,9.0,Melhora do lar,C,6000.0,12.99,0.0,0.07,N,17
6056,26.0,40000.0,Aluguel,0.0,Personal,C,5000.0,13.11,0.0,0.13,S,3
6057,23.0,119496.0,Hipoteca,7.0,Educativo,A,12000.0,7.88,0.0,0.1,N,4
6058,33.0,120999.0,Hipoteca,7.0,Melhora do lar,C,15200.0,13.61,0.0,0.13,S,5
6059,33.0,68736.0,Aluguel,8.0,Melhora do lar,D,1200.0,16.29,0.0,0.02,N,9
6060,22.0,20000.0,Aluguel,2.0,Pagamento de débitos,B,5000.0,11.86,0.0,0.25,N,4
6061,21.0,28692.0,Hipoteca,5.0,Educativo,B,3000.0,10.75,0.0,0.1,N,2
6062,33.0,19200.0,Aluguel,0.0,Médico,A,8000.0,7.66,1.0,0.42,N,6
6063,22.0,55000.0,Própria,2.0,Educativo,A,2200.0,5.42,0.0,0.04,N,3
6064,41.0,70800.0,Hipoteca,25.0,Personal,A,12000.0,6.62,0.0,0.17,N,11
6065,26.0,52000.0,Hipoteca,7.0,Empreendimento,B,6500.0,10.74,0.0,0.13,N,2
6066,23.0,60000.0,Hipoteca,1.0,Médico,C,13200.0,13.16,0.0,0.22,S,2
6067,22.0,62654.0,Hipoteca,4.0,Melhora do lar,D,6000.0,14.74,1.0,0.1,N,4
6068,21.0,32000.0,Hipoteca,4.0,Personal,B,2500.0,11.71,1.0,0.08,N,3
6069,23.0,67450.0,Aluguel,8.0,Educativo,A,4000.0,6.76,0.0,0.06,N,3
6070,22.0,60000.0,Aluguel,5.0,Educativo,B,15000.0,10.59,0.0,0.25,N,3
6071,26.0,90000.0,Aluguel,2.0,Pagamento de débitos,C,9600.0,13.85,0.0,0.11,S,4
6072,24.0,39996.0,Aluguel,0.0,Educativo,D,5000.0,14.11,1.0,0.13,N,2
6073,22.0,85000.0,Hipoteca,6.0,Empreendimento,C,10000.0,13.99,0.0,0.12,S,4
6074,24.0,50000.0,Aluguel,2.0,Empreendimento,C,4800.0,13.22,0.0,0.1,N,4
6075,22.0,85000.0,Hipoteca,0.0,Educativo,C,20000.0,13.49,0.0,0.24,S,2
6076,41.0,110000.0,Hipoteca,7.0,Empreendimento,B,30000.0,9.91,0.0,0.27,N,11
6077,25.0,40000.0,Hipoteca,0.0,Médico,A,3600.0,7.49,0.0,0.09,N,3
6078,24.0,75000.0,Aluguel,6.0,Melhora do lar,B,15000.0,11.71,0.0,0.2,N,4
6079,31.0,30016.0,Própria,3.0,Melhora do lar,A,11000.0,8.94,0.0,0.37,N,10
6080,26.0,75000.0,Hipoteca,6.0,Médico,A,6375.0,5.99,0.0,0.09,N,3
6081,46.0,91000.0,Aluguel,0.0,Melhora do lar,E,22000.0,18.79,1.0,0.24,N,16
6082,26.0,41400.0,Aluguel,5.0,Pagamento de débitos,B,7300.0,9.45,0.0,0.18,N,4
6083,22.0,140000.0,Aluguel,0.0,Médico,C,14000.0,13.11,0.0,0.1,N,3
6084,23.0,32800.0,Própria,3.0,Empreendimento,A,8000.0,7.29,0.0,0.24,N,3
6085,28.0,31000.0,Própria,0.0,Melhora do lar,A,1000.0,7.4,0.0,0.03,N,8
6086,26.0,96000.0,Hipoteca,4.0,Melhora do lar,E,20000.0,16.7,0.0,0.21,N,4
6087,28.0,120000.0,Hipoteca,12.0,Empreendimento,B,20000.0,9.45,0.0,0.17,N,10
6088,39.0,76000.0,Hipoteca,8.0,Melhora do lar,A,5000.0,6.03,0.0,0.07,N,14
6089,28.0,56148.0,Hipoteca,12.0,Pagamento de débitos,C,2400.0,13.99,0.0,0.04,N,6
6090,23.0,39996.0,Aluguel,2.0,Educativo,B,18000.0,9.25,1.0,0.45,N,4
6091,33.0,108000.0,Hipoteca,17.0,Melhora do lar,B,11500.0,9.99,0.0,0.11,N,7
6092,30.0,14400.0,Própria,2.0,Empreendimento,B,1000.0,10.62,0.0,0.07,N,10
6093,33.0,84000.0,Hipoteca,17.0,Empreendimento,A,20000.0,5.99,0.0,0.24,N,8
6094,26.0,56000.0,Aluguel,10.0,Pagamento de débitos,B,10000.0,12.69,1.0,0.18,N,4
6095,25.0,48000.0,Aluguel,2.0,Empreendimento,B,8000.0,10.59,0.0,0.17,N,4
6096,25.0,32000.0,Aluguel,1.0,Médico,D,6000.0,12.92,1.0,0.19,N,2
6097,23.0,52000.0,Aluguel,5.0,Pagamento de débitos,C,8000.0,13.22,0.0,0.15,N,2
6098,22.0,53000.0,Aluguel,5.0,Educativo,C,25000.0,13.43,1.0,0.47,S,4
6099,22.0,30000.0,Própria,6.0,Educativo,A,2500.0,7.29,0.0,0.08,N,3
6100,22.0,46200.0,Aluguel,0.0,Empreendimento,A,10000.0,7.29,0.0,0.22,N,3
6101,30.0,60000.0,Aluguel,0.0,Pagamento de débitos,B,4750.0,9.99,0.0,0.08,N,7
6102,26.0,28000.0,Aluguel,10.0,Médico,D,13000.0,16.29,1.0,0.46,S,3
6103,23.0,75000.0,Aluguel,3.0,Educativo,C,12000.0,14.27,0.0,0.16,S,2
6104,24.0,30000.0,Aluguel,8.0,Médico,B,8000.0,9.25,0.0,0.27,N,2
6105,24.0,120000.0,Hipoteca,1.0,Educativo,D,25000.0,13.99,0.0,0.21,N,4
6106,35.0,38000.0,Hipoteca,5.0,Melhora do lar,A,5000.0,6.62,0.0,0.13,N,7
6107,29.0,57312.0,Aluguel,3.0,Pagamento de débitos,B,5000.0,11.86,0.0,0.09,N,6
6108,29.0,39000.0,Aluguel,2.0,Personal,E,3000.0,16.7,1.0,0.08,S,7
6109,23.0,62500.0,Hipoteca,1.0,Médico,C,9600.0,13.22,0.0,0.15,S,3
6110,21.0,78000.0,Aluguel,2.0,Pagamento de débitos,D,10000.0,15.57,1.0,0.13,S,4
6111,27.0,66240.0,Aluguel,7.0,Médico,A,5000.0,5.79,0.0,0.08,N,9
6112,31.0,95000.0,Hipoteca,1.0,Melhora do lar,C,13200.0,12.99,0.0,0.14,S,8
6113,29.0,40000.0,Outro,2.0,Pagamento de débitos,E,15000.0,16.63,1.0,0.38,S,10
6114,33.0,68500.0,Aluguel,6.0,Melhora do lar,B,8000.0,10.62,0.0,0.12,N,6
6115,21.0,49000.0,Hipoteca,4.0,Médico,B,2000.0,11.99,1.0,0.04,N,2
6116,31.0,30000.0,Aluguel,0.0,Empreendimento,D,6600.0,16.49,1.0,0.22,S,6
6117,24.0,35000.0,Aluguel,8.0,Personal,A,4250.0,6.99,0.0,0.12,N,2
6118,27.0,50000.0,Própria,3.0,Médico,C,9000.0,12.53,0.0,0.18,N,8
6119,37.0,50000.0,Aluguel,5.0,Melhora do lar,B,8000.0,10.99,0.0,0.16,N,16
6120,25.0,46800.0,Aluguel,0.0,Pagamento de débitos,A,7000.0,8.63,0.0,0.15,N,3
6121,22.0,19200.0,Aluguel,3.0,Médico,C,2850.0,15.27,0.0,0.15,S,4
6122,22.0,42000.0,Aluguel,4.0,Pagamento de débitos,C,4800.0,14.35,0.0,0.11,N,4
6123,27.0,235000.0,Hipoteca,5.0,Empreendimento,C,28000.0,15.96,0.0,0.12,N,5
6124,25.0,35000.0,Própria,3.0,Educativo,C,3600.0,13.43,0.0,0.1,N,3
6125,35.0,66000.0,Hipoteca,4.0,Educativo,A,3000.0,6.03,0.0,0.05,N,10
6126,29.0,92000.0,Hipoteca,8.0,Melhora do lar,A,12000.0,6.62,0.0,0.13,N,6
6127,22.0,49600.0,Hipoteca,4.0,Empreendimento,D,10000.0,14.96,0.0,0.2,S,3
6128,23.0,78000.0,Aluguel,3.0,Educativo,B,3200.0,10.99,1.0,0.04,N,3
6129,27.0,103000.0,Aluguel,2.0,Empreendimento,A,5000.0,9.32,0.0,0.05,N,7
6130,23.0,92000.0,Hipoteca,7.0,Médico,C,18000.0,12.68,0.0,0.2,S,2
6131,25.0,108000.0,Hipoteca,0.0,Melhora do lar,B,21000.0,11.71,0.0,0.19,N,4
6132,28.0,52828.0,Hipoteca,6.0,Médico,A,14500.0,7.29,0.0,0.27,N,7
6133,34.0,98000.0,Própria,19.0,Educativo,B,16000.0,10.99,0.0,0.16,N,5
6134,27.0,50000.0,Aluguel,0.0,Educativo,A,8000.0,7.9,0.0,0.16,N,8
6135,24.0,38000.0,Hipoteca,8.0,Personal,B,5000.0,10.0,0.0,0.13,N,3
6136,22.0,32000.0,Aluguel,0.0,Personal,D,7875.0,14.91,1.0,0.25,N,2
6137,32.0,35100.0,Hipoteca,3.0,Empreendimento,D,10000.0,15.95,0.0,0.28,S,5
6138,25.0,100000.0,Própria,2.0,Melhora do lar,A,15000.0,6.17,0.0,0.15,N,4
6139,37.0,30000.0,Aluguel,8.0,Empreendimento,B,12000.0,12.42,1.0,0.4,N,15
6140,34.0,19200.0,Aluguel,18.0,Empreendimento,A,5000.0,6.99,1.0,0.26,N,7
6141,24.0,51600.0,Aluguel,1.0,Melhora do lar,C,3000.0,12.68,0.0,0.06,S,4
6142,23.0,48000.0,Aluguel,1.0,Pagamento de débitos,A,10000.0,7.29,0.0,0.21,N,2
6143,21.0,65000.0,Hipoteca,2.0,Empreendimento,B,8400.0,11.86,0.0,0.13,N,4
6144,23.0,60000.0,Hipoteca,7.0,Pagamento de débitos,A,15000.0,7.9,0.0,0.25,N,3
6145,23.0,36000.0,Própria,2.0,Médico,C,12000.0,12.53,0.0,0.33,N,2
6146,23.0,65004.0,Hipoteca,7.0,Personal,A,15000.0,7.88,0.0,0.23,N,3
6147,29.0,201000.0,Hipoteca,0.0,Empreendimento,B,18000.0,11.83,0.0,0.09,N,10
6148,24.0,73440.0,Hipoteca,7.0,Educativo,A,7000.0,6.99,0.0,0.1,N,2
6149,21.0,49200.0,Aluguel,4.0,Educativo,C,6000.0,13.72,0.0,0.12,N,3
6150,23.0,45000.0,Aluguel,7.0,Educativo,B,6000.0,11.49,0.0,0.13,N,3
6151,22.0,60000.0,Hipoteca,1.0,Médico,B,6750.0,10.99,0.0,0.11,N,4
6152,26.0,75000.0,Aluguel,2.0,Personal,C,16000.0,13.35,0.0,0.21,S,2
6153,25.0,60000.0,Própria,1.0,Pagamento de débitos,D,10000.0,16.49,0.0,0.17,N,3
6154,25.0,63900.0,Aluguel,1.0,Empreendimento,A,8000.0,6.03,0.0,0.13,N,2
6155,39.0,61020.0,Hipoteca,4.0,Pagamento de débitos,D,9975.0,13.99,1.0,0.16,N,11
6156,38.0,75000.0,Hipoteca,19.0,Empreendimento,A,9100.0,6.03,0.0,0.12,N,13
6157,33.0,51000.0,Hipoteca,2.0,Educativo,A,1200.0,9.63,1.0,0.02,N,7
6158,26.0,158000.0,Aluguel,0.0,Melhora do lar,D,4000.0,14.84,1.0,0.03,N,3
6159,28.0,70000.0,Aluguel,0.0,Médico,B,13000.0,12.18,0.0,0.19,N,7
6160,25.0,38000.0,Aluguel,4.0,Médico,D,20000.0,14.59,1.0,0.53,N,4
6161,24.0,92000.0,Hipoteca,8.0,Empreendimento,B,11000.0,10.99,0.0,0.12,N,3
6162,23.0,55000.0,Hipoteca,7.0,Pagamento de débitos,A,4000.0,5.42,0.0,0.07,N,3
6163,21.0,37000.0,Própria,3.0,Educativo,C,7200.0,13.61,0.0,0.19,N,4
6164,25.0,28128.0,Aluguel,2.0,Educativo,D,7500.0,15.33,1.0,0.27,S,3
6165,24.0,55000.0,Hipoteca,2.0,Melhora do lar,A,8000.0,8.0,0.0,0.15,N,2
6166,22.0,51000.0,Aluguel,2.0,Educativo,B,3200.0,10.99,0.0,0.06,N,2
6167,24.0,34132.0,Aluguel,0.0,Educativo,B,12000.0,10.62,1.0,0.35,N,3
6168,36.0,105859.0,Própria,20.0,Empreendimento,B,12000.0,11.99,0.0,0.11,N,15
6169,22.0,70000.0,Aluguel,0.0,Educativo,B,6000.0,11.89,0.0,0.09,N,2
6170,26.0,97500.0,Aluguel,10.0,Empreendimento,E,5000.0,18.39,0.0,0.05,N,4
6171,33.0,36000.0,Hipoteca,10.0,Personal,A,5000.0,8.49,0.0,0.14,N,8
6172,39.0,55000.0,Aluguel,2.0,Educativo,C,6000.0,12.99,0.0,0.11,N,13
6173,29.0,87000.0,Aluguel,1.0,Melhora do lar,B,15000.0,10.59,0.0,0.17,N,6
6174,25.0,19200.0,Aluguel,0.0,Melhora do lar,B,5000.0,9.62,1.0,0.26,N,2
6175,31.0,115000.0,Hipoteca,15.0,Médico,B,10000.0,12.42,0.0,0.09,N,6
6176,25.0,50000.0,Hipoteca,5.0,Personal,D,7500.0,13.8,0.0,0.15,S,4
6177,39.0,80000.0,Própria,0.0,Médico,C,5000.0,11.22,0.0,0.06,N,13
6178,29.0,104000.0,Hipoteca,7.0,Pagamento de débitos,A,35000.0,7.49,0.0,0.34,N,8
6179,37.0,58000.0,Aluguel,9.0,Empreendimento,B,18200.0,10.99,1.0,0.31,N,17
6180,22.0,75000.0,Hipoteca,4.0,Médico,A,9000.0,6.99,0.0,0.12,N,2
6181,24.0,29000.0,Aluguel,1.0,Médico,B,4000.0,9.96,1.0,0.14,N,3
6182,22.0,57000.0,Hipoteca,5.0,Personal,B,7500.0,10.25,0.0,0.13,N,2
6183,25.0,80004.0,Aluguel,5.0,Melhora do lar,B,10000.0,9.62,0.0,0.12,N,4
6184,24.0,100995.0,Hipoteca,6.0,Pagamento de débitos,A,16000.0,7.51,0.0,0.16,N,2
6185,29.0,105000.0,Hipoteca,13.0,Personal,C,5000.0,12.53,0.0,0.05,N,9
6186,27.0,24000.0,Aluguel,0.0,Médico,A,10000.0,7.68,1.0,0.42,N,9
6187,24.0,40000.0,Aluguel,1.0,Educativo,C,15000.0,12.87,1.0,0.38,S,3
6188,39.0,60000.0,Hipoteca,20.0,Médico,A,7000.0,7.68,0.0,0.12,N,15
6189,46.0,47000.0,Hipoteca,5.0,Personal,A,6000.0,7.14,0.0,0.13,N,15
6190,29.0,79894.0,Hipoteca,7.0,Empreendimento,D,20000.0,14.96,0.0,0.25,S,10
6191,26.0,45760.0,Aluguel,8.0,Pagamento de débitos,C,11500.0,11.78,0.0,0.25,N,4
6192,27.0,35000.0,Aluguel,1.0,Médico,B,8000.0,12.21,0.0,0.23,N,6
6193,22.0,58380.0,Aluguel,2.0,Empreendimento,C,5000.0,12.29,0.0,0.09,N,3
6194,33.0,98000.0,Aluguel,2.0,Melhora do lar,A,20000.0,6.91,0.0,0.2,N,7
6195,26.0,78000.0,Aluguel,4.0,Pagamento de débitos,A,12000.0,7.14,0.0,0.15,N,2
6196,31.0,67200.0,Hipoteca,2.0,Personal,A,10000.0,6.03,0.0,0.15,N,7
6197,32.0,120000.0,Hipoteca,16.0,Empreendimento,B,25000.0,10.99,0.0,0.21,N,6
6198,23.0,68700.0,Aluguel,2.0,Empreendimento,C,7000.0,12.53,0.0,0.1,N,4
6199,24.0,60000.0,Aluguel,4.0,Médico,A,10000.0,6.54,0.0,0.17,N,2
6200,26.0,46999.0,Aluguel,2.0,Empreendimento,B,10000.0,10.99,0.0,0.21,N,3
6201,24.0,105000.0,Hipoteca,5.0,Personal,D,12000.0,16.29,0.0,0.11,N,2
6202,45.0,75000.0,Hipoteca,7.0,Médico,C,10000.0,14.27,0.0,0.13,N,17
6203,31.0,29004.0,Aluguel,4.0,Melhora do lar,B,6000.0,10.75,1.0,0.21,N,8
6204,26.0,46800.0,Hipoteca,3.0,Pagamento de débitos,B,12725.0,12.42,0.0,0.27,N,3
6205,24.0,62400.0,Hipoteca,8.0,Melhora do lar,A,4000.0,8.9,0.0,0.06,N,4
6206,28.0,39000.0,Aluguel,0.0,Personal,A,6000.0,8.63,0.0,0.15,N,7
6207,31.0,30792.0,Hipoteca,15.0,Melhora do lar,A,5000.0,8.32,0.0,0.16,N,9
6208,34.0,48000.0,Hipoteca,7.0,Empreendimento,B,8400.0,11.71,0.0,0.17,N,8
6209,22.0,71000.0,Aluguel,5.0,Médico,C,3000.0,14.65,0.0,0.04,N,4
6210,21.0,26400.0,Aluguel,0.0,Educativo,C,2400.0,14.79,0.0,0.09,S,2
6211,34.0,48000.0,Hipoteca,10.0,Pagamento de débitos,A,9000.0,7.14,0.0,0.19,N,6
6212,24.0,73000.0,Hipoteca,9.0,Educativo,E,25000.0,16.32,1.0,0.34,N,2
6213,22.0,55000.0,Própria,4.0,Personal,A,2000.0,7.4,0.0,0.04,N,3
6214,34.0,120000.0,Aluguel,7.0,Empreendimento,C,20000.0,13.8,0.0,0.17,N,7
6215,29.0,42000.0,Hipoteca,8.0,Personal,C,7800.0,13.11,0.0,0.19,N,9
6216,22.0,60000.0,Aluguel,0.0,Personal,A,13200.0,8.49,0.0,0.22,N,3
6217,23.0,51000.0,Hipoteca,5.0,Pagamento de débitos,A,4000.0,6.03,0.0,0.08,N,2
6218,22.0,17720.0,Aluguel,6.0,Melhora do lar,B,5000.0,9.62,1.0,0.28,N,4
6219,24.0,20160.0,Aluguel,3.0,Médico,C,1500.0,13.35,0.0,0.07,N,4
6220,24.0,36000.0,Aluguel,0.0,Educativo,C,3000.0,13.92,0.0,0.08,S,3
6221,22.0,36000.0,Aluguel,5.0,Médico,C,10000.0,13.49,0.0,0.28,N,2
6222,26.0,97333.0,Própria,3.0,Melhora do lar,A,10000.0,5.99,0.0,0.1,N,2
6223,30.0,54000.0,Hipoteca,14.0,Educativo,B,14500.0,10.65,0.0,0.27,N,9
6224,27.0,65000.0,Aluguel,9.0,Personal,A,4000.0,6.99,0.0,0.06,N,5
6225,23.0,70000.0,Hipoteca,4.0,Personal,B,25000.0,10.59,0.0,0.36,N,3
6226,21.0,37260.0,Aluguel,1.0,Melhora do lar,D,7500.0,14.84,1.0,0.2,S,2
6227,23.0,78000.0,Hipoteca,5.0,Educativo,B,5000.0,11.71,0.0,0.06,N,2
6228,25.0,170000.0,Hipoteca,2.0,Educativo,A,20000.0,7.49,0.0,0.12,N,2
6229,23.0,65000.0,Hipoteca,7.0,Educativo,A,4000.0,7.75,0.0,0.06,N,2
6230,22.0,34500.0,Aluguel,3.0,Educativo,D,12000.0,14.84,1.0,0.35,S,2
6231,30.0,82000.0,Hipoteca,5.0,Personal,A,5000.0,6.76,0.0,0.06,N,8
6232,27.0,38000.0,Aluguel,12.0,Empreendimento,A,7000.0,7.66,0.0,0.18,N,6
6233,22.0,37212.0,Aluguel,6.0,Pagamento de débitos,E,20000.0,16.69,1.0,0.54,N,3
6234,23.0,99670.0,Hipoteca,2.0,Personal,D,5500.0,14.74,0.0,0.06,N,4
6235,25.0,72000.0,Hipoteca,1.0,Melhora do lar,A,2100.0,7.66,0.0,0.03,N,3
6236,25.0,93600.0,Hipoteca,9.0,Pagamento de débitos,B,20000.0,10.62,0.0,0.21,N,3
6237,28.0,78000.0,Própria,12.0,Médico,A,5250.0,5.79,0.0,0.07,N,10
6238,25.0,75000.0,Aluguel,2.0,Educativo,C,6500.0,13.57,0.0,0.09,S,2
6239,27.0,36000.0,Aluguel,0.0,Pagamento de débitos,C,8000.0,13.85,1.0,0.22,S,6
6240,23.0,50960.0,Aluguel,7.0,Empreendimento,D,1800.0,16.02,0.0,0.04,N,2
6241,29.0,36538.0,Hipoteca,2.0,Personal,A,2500.0,6.62,0.0,0.07,N,7
6242,23.0,29004.0,Aluguel,7.0,Pagamento de débitos,D,1500.0,14.59,1.0,0.05,S,2
6243,28.0,47515.0,Aluguel,5.0,Educativo,D,3200.0,15.7,0.0,0.07,S,7
6244,33.0,40000.0,Hipoteca,12.0,Personal,A,3200.0,5.42,0.0,0.08,N,8
6245,30.0,22000.0,Hipoteca,1.0,Educativo,B,5375.0,12.21,0.0,0.24,N,9
