,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
8066,1,2,1,1.0,2,1,3,7.88,0.0,0.05,0,0.3
8067,4,2,1,6.0,5,2,2,11.86,0.0,0.05,0,1.7
8068,2,1,1,2.0,3,3,4,13.11,1.0,0.2,0,0.5
8069,2,3,2,2.0,4,1,8,6.62,0.0,0.04,0,0.5
8070,2,1,3,0.0,4,3,15,13.22,0.0,0.5,0,0.2
8071,4,2,2,13.0,5,4,5,15.58,1.0,0.06,1,1.5
8072,2,2,1,8.0,2,2,6,10.37,0.0,0.1,0,0.6
8073,4,3,2,7.0,3,2,30,9.91,0.0,0.27,0,1.7
8074,2,2,1,2.0,2,3,14,12.73,1.0,0.35,0,0.8
8075,2,2,2,4.0,2,4,12,15.95,1.0,0.18,1,0.7
8076,1,2,2,8.0,4,2,8,10.99,0.0,0.16,0,0.3
8077,1,1,1,4.0,1,3,10,13.72,1.0,0.48,1,0.2
8078,2,2,3,0.0,4,3,15,12.84,0.0,0.21,0,1.0
8079,3,2,2,16.0,5,1,11,5.42,0.0,0.25,0,0.7
8080,1,2,1,7.0,3,2,5,10.99,0.0,0.12,0,0.4
8081,2,2,1,1.0,3,1,4,8.59,0.0,0.1,0,0.6
8082,2,3,1,2.0,6,1,12,7.88,0.0,0.11,0,0.2
8083,1,2,2,5.0,5,1,5,7.9,0.0,0.1,0,0.3
8084,2,1,2,3.0,5,4,2,16.77,1.0,0.07,1,0.6
8085,2,2,2,5.0,5,2,20,9.45,0.0,0.45,0,0.8
8086,2,3,1,4.0,1,5,35,18.39,1.0,0.32,0,0.4
8087,1,2,2,1.0,4,5,16,15.68,1.0,0.28,0,0.2
8088,2,2,2,3.0,5,1,8,8.49,0.0,0.11,0,0.9
8089,4,2,2,8.0,5,4,7,16.29,1.0,0.13,1,1.2
8090,1,1,1,6.0,4,1,2,6.62,0.0,0.08,0,0.4
8091,1,3,2,0.0,1,3,8,12.68,0.0,0.08,0,0.2
8092,1,2,2,9.0,1,3,2,13.11,0.0,0.04,1,0.3
8093,1,1,1,2.0,2,4,8,14.83,1.0,0.39,0,0.4
8094,2,2,1,0.0,2,1,6,7.88,0.0,0.08,0,1.0
8095,1,1,1,5.0,2,7,2,21.27,1.0,0.07,1,0.3
8096,1,2,2,6.0,6,3,12,13.48,1.0,0.22,0,0.2
8097,1,2,2,6.0,2,1,8,9.32,0.0,0.16,0,0.2
8098,2,2,2,12.0,6,3,12,13.48,0.0,0.28,0,0.6
8099,3,3,1,1.0,4,2,5,11.99,0.0,0.05,0,0.9
8100,3,2,2,3.0,5,1,12,7.88,0.0,0.15,0,1.0
8101,1,2,2,5.0,2,4,25,15.7,1.0,0.4,1,0.4
8102,2,2,1,7.0,4,3,19,15.96,1.0,0.32,1,0.6
8103,1,2,1,9.0,2,4,15,15.57,1.0,0.35,0,0.3
8104,1,3,2,9.0,4,1,5,7.14,0.0,0.05,0,0.3
8105,3,2,1,7.0,6,3,6,12.87,0.0,0.07,0,1.6
8106,1,2,1,0.0,4,1,2,8.0,1.0,0.05,0,0.3
8107,3,2,1,4.0,1,2,6,11.49,0.0,0.13,0,1.3
8108,5,3,1,5.0,4,4,35,14.91,1.0,0.32,0,1.9
8109,1,2,1,5.0,4,3,3,14.17,1.0,0.06,0,0.2
8110,1,2,1,0.0,1,3,4,11.54,0.0,0.08,1,0.4
8111,2,3,2,1.0,6,2,21,10.62,0.0,0.16,0,0.7
8112,3,2,1,2.0,1,3,3,13.49,0.0,0.08,0,0.5
8113,1,2,2,6.0,1,1,12,6.03,0.0,0.29,0,0.2
8114,3,2,1,3.0,6,4,24,14.09,1.0,0.33,0,1.2
8115,3,1,1,0.0,2,2,7,9.76,1.0,0.31,0,0.9
8116,1,2,2,5.0,1,3,7,13.49,0.0,0.11,1,0.2
8117,3,2,2,8.0,5,2,24,11.83,0.0,0.38,0,0.6
8118,1,1,3,3.0,1,3,1,15.27,0.0,0.04,1,0.3
8119,4,3,2,12.0,2,2,12,10.99,0.0,0.1,0,1.2
8120,2,3,2,6.0,1,1,14,7.88,0.0,0.12,0,0.6
8121,1,1,1,4.0,1,1,9,7.51,1.0,0.33,0,0.2
8122,1,3,1,3.0,3,2,12,11.99,0.0,0.13,0,0.3
8123,2,2,1,2.0,1,2,6,11.89,0.0,0.17,0,1.0
8124,1,2,2,5.0,3,2,10,10.36,0.0,0.2,0,0.3
8125,3,3,3,7.0,2,3,5,15.96,0.0,0.05,1,0.7
8126,3,2,3,1.0,2,3,5,11.97,0.0,0.1,1,0.9
8127,1,3,1,1.0,5,2,13,9.62,0.0,0.11,0,0.4
8128,3,3,2,4.0,2,3,3,13.35,0.0,0.01,0,1.0
8129,1,2,1,0.0,1,1,5,8.9,0.0,0.12,0,0.4
8130,2,2,2,8.0,1,1,5,6.17,0.0,0.1,0,0.3
8131,2,2,2,14.0,2,1,12,6.54,0.0,0.16,0,0.5
8132,2,2,2,3.0,1,3,4,14.35,0.0,0.09,1,0.2
8133,3,1,2,6.0,6,1,6,6.03,0.0,0.18,0,0.5
8134,2,3,1,10.0,6,3,4,12.84,0.0,0.03,1,0.3
8135,2,2,1,6.0,3,2,6,9.63,0.0,0.13,0,0.2
8136,1,3,2,9.0,3,3,21,13.16,0.0,0.16,0,0.3
8137,1,2,1,7.0,2,2,4,9.99,0.0,0.06,0,0.3
8138,2,2,2,1.0,4,2,6,12.21,0.0,0.17,0,0.4
8139,2,3,2,0.0,5,1,6,6.62,0.0,0.03,0,0.5
8140,1,2,1,1.0,2,5,16,16.35,1.0,0.22,0,0.4
8141,2,2,2,8.0,1,1,2,7.29,0.0,0.03,0,0.7
8142,3,1,2,15.0,4,2,13,10.99,0.0,0.38,0,0.8
8143,3,3,2,4.0,5,2,5,9.62,0.0,0.03,0,1.2
8144,2,2,1,4.0,1,1,24,7.66,1.0,0.33,0,0.6
8145,2,3,2,0.0,1,1,9,7.51,0.0,0.08,0,1.0
8146,1,2,2,3.0,5,1,12,9.63,1.0,0.18,0,0.4
8147,4,2,1,0.0,5,1,6,9.63,0.0,0.14,0,1.4
8148,1,3,2,7.0,4,3,6,13.49,0.0,0.04,1,0.3
8149,1,2,1,0.0,1,5,14,17.51,1.0,0.17,1,0.4
8150,1,2,2,9.0,6,4,15,15.95,1.0,0.19,1,0.2
8151,1,2,3,3.0,1,4,12,14.83,0.0,0.3,0,0.4
8152,1,2,1,5.0,2,2,35,11.11,1.0,0.44,0,0.4
8153,1,3,4,5.0,2,2,16,11.26,0.0,0.18,0,0.4
8154,2,3,2,13.0,6,1,7,8.94,0.0,0.06,0,1.0
8155,3,1,1,0.0,3,1,5,9.32,0.0,0.16,0,1.2
8156,1,2,2,7.0,5,2,8,9.99,0.0,0.11,0,0.3
8157,1,3,2,3.0,3,3,20,13.47,0.0,0.13,1,0.2
8158,2,2,2,14.0,1,3,8,12.68,0.0,0.23,1,0.9
8159,2,2,2,11.0,4,1,9,6.03,0.0,0.11,0,0.6
8160,2,3,2,3.0,3,2,25,11.58,0.0,0.24,0,0.3
8161,3,3,2,0.0,6,3,10,13.92,0.0,0.11,1,1.7
8162,1,2,1,7.0,3,2,16,11.71,1.0,0.38,0,0.3
8163,1,2,1,8.0,6,2,4,11.86,1.0,0.1,0,0.2
8164,1,3,2,5.0,1,2,12,10.36,0.0,0.1,0,0.4
8165,2,2,1,2.0,3,3,10,13.85,1.0,0.13,1,0.5
8166,3,2,1,2.0,6,2,3,11.71,0.0,0.05,0,0.9
8167,1,2,1,1.0,4,1,8,7.74,0.0,0.16,0,0.2
8168,2,3,3,0.0,1,1,8,7.29,0.0,0.08,0,0.8
8169,2,2,1,2.0,4,3,10,14.27,0.0,0.15,0,0.8
8170,3,2,2,5.0,1,2,22,9.99,0.0,0.33,0,0.6
8171,1,2,1,2.0,2,3,15,13.57,0.0,0.25,0,0.3
8172,1,1,1,4.0,2,4,5,14.91,1.0,0.15,1,0.4
8173,1,3,1,4.0,1,2,25,10.36,0.0,0.17,0,0.3
8174,1,1,2,4.0,1,1,2,5.42,0.0,0.05,0,0.3
8175,2,2,2,12.0,4,2,10,10.59,1.0,0.2,0,0.8
8176,1,1,1,3.0,5,3,5,13.23,0.0,0.16,0,0.2
8177,3,3,1,0.0,5,1,10,7.66,0.0,0.09,0,0.9
8178,2,4,2,14.0,5,2,21,11.26,0.0,0.08,0,0.6
8179,1,1,3,1.0,2,3,4,15.23,0.0,0.13,1,0.2
8180,3,2,1,3.0,2,2,3,11.83,0.0,0.04,0,0.7
8181,1,2,2,1.0,2,1,4,5.42,0.0,0.05,0,0.3
8182,1,3,2,9.0,1,2,15,11.14,0.0,0.12,0,0.3
8183,1,2,2,7.0,2,2,9,10.99,0.0,0.16,0,0.4
8184,1,2,1,0.0,1,1,3,6.99,0.0,0.05,0,0.4
8185,2,3,1,5.0,1,4,2,16.29,0.0,0.02,0,0.4
8186,1,2,1,1.0,5,4,15,15.05,1.0,0.42,1,0.2
8187,1,2,2,3.0,4,1,6,8.0,0.0,0.07,0,0.2
8188,2,3,1,5.0,3,4,20,14.11,0.0,0.18,1,0.5
8189,2,2,2,6.0,2,1,17,6.03,0.0,0.24,0,0.6
8190,1,2,1,3.0,6,3,5,12.53,0.0,0.09,1,0.3
8191,4,2,2,4.0,5,4,15,14.84,1.0,0.21,0,1.1
8192,1,2,1,1.0,1,2,6,10.08,0.0,0.15,0,0.3
8193,1,1,3,3.0,2,2,5,11.36,0.0,0.21,0,0.4
8194,1,2,2,7.0,5,1,2,5.42,0.0,0.03,0,0.4
8195,1,2,2,7.0,1,1,7,6.17,0.0,0.1,0,0.3
8196,2,2,2,4.0,1,1,12,6.92,0.0,0.16,0,0.4
8197,2,2,1,0.0,5,1,3,7.49,0.0,0.04,0,0.2
8198,2,2,1,9.0,4,3,20,13.92,1.0,0.32,1,0.9
8199,1,2,1,5.0,5,1,16,8.94,0.0,0.29,0,0.2
8200,3,2,2,3.0,5,1,9,7.51,0.0,0.19,0,1.2
8201,1,3,2,6.0,5,2,4,11.99,0.0,0.03,0,0.3
8202,1,2,3,5.0,1,2,8,10.0,0.0,0.2,0,0.4
8203,1,2,1,4.0,1,1,1,6.76,0.0,0.03,0,0.4
8204,1,1,1,3.0,5,3,10,13.57,1.0,0.32,0,0.3
8205,2,1,1,0.0,1,5,9,19.42,1.0,0.31,1,1.0
8206,1,2,2,8.0,3,2,5,12.21,0.0,0.07,0,0.4
8207,2,1,3,5.0,2,3,7,13.35,0.0,0.21,1,0.8
8208,1,1,1,1.0,1,3,6,13.16,1.0,0.2,1,0.4
8209,3,3,2,10.0,2,1,10,8.49,0.0,0.08,0,0.5
8210,2,3,2,10.0,4,2,13,10.59,0.0,0.14,0,0.3
8211,1,2,2,9.0,4,2,15,9.63,0.0,0.19,0,0.2
8212,1,2,1,2.0,6,4,6,14.96,1.0,0.14,1,0.3
8213,1,3,2,8.0,6,2,12,9.62,0.0,0.12,0,0.3
8214,1,2,1,8.0,3,1,7,6.62,0.0,0.15,0,0.4
8215,3,2,1,18.0,3,1,5,6.62,0.0,0.09,0,1.6
8216,1,2,1,3.0,1,1,8,8.0,0.0,0.16,0,0.3
8217,1,2,1,7.0,1,2,15,11.89,0.0,0.21,0,0.4
8218,1,3,1,4.0,1,2,24,9.91,0.0,0.2,0,0.4
8219,1,1,1,3.0,5,4,6,15.62,1.0,0.18,0,0.2
8220,3,2,1,1.0,3,1,12,7.05,0.0,0.15,0,0.8
8221,1,2,2,5.0,3,2,2,10.36,0.0,0.04,0,0.2
8222,1,1,3,6.0,1,3,3,13.61,1.0,0.25,1,0.3
8223,2,2,1,11.0,4,3,6,14.65,0.0,0.12,1,0.7
8224,2,2,1,0.0,2,1,8,9.63,0.0,0.11,0,0.9
8225,2,2,1,9.0,2,3,4,13.48,0.0,0.09,0,0.7
8226,2,1,1,4.0,1,2,4,11.99,0.0,0.13,0,0.9
8227,1,2,2,6.0,5,2,10,9.88,0.0,0.2,0,0.4
8228,1,2,2,3.0,4,2,11,10.62,0.0,0.16,0,0.3
8229,2,2,2,6.0,6,2,5,9.99,0.0,0.08,0,0.2
8230,2,1,1,3.0,2,2,11,10.71,1.0,0.33,0,0.7
8231,3,1,1,7.0,3,3,6,14.65,0.0,0.18,1,0.8
8232,1,1,1,4.0,4,1,5,6.62,0.0,0.21,0,0.4
8233,2,2,2,3.0,1,3,7,13.85,0.0,0.15,1,0.7
8234,1,1,2,3.0,1,2,1,10.95,0.0,0.03,0,0.2
8235,2,3,2,2.0,4,3,8,13.61,0.0,0.06,0,0.7
8236,2,2,1,1.0,4,3,10,14.35,0.0,0.2,0,0.5
8237,1,1,1,3.0,5,4,1,15.95,1.0,0.04,0,0.2
8238,1,2,2,0.0,1,1,18,7.51,0.0,0.23,0,0.3
8239,2,1,2,5.0,3,2,5,11.36,0.0,0.13,0,0.9
8240,3,3,2,6.0,2,1,28,8.9,0.0,0.23,0,0.9
8241,1,2,1,5.0,1,2,5,11.49,0.0,0.07,0,0.4
8242,2,1,1,5.0,3,1,14,7.88,1.0,0.61,0,0.6
8243,2,2,1,2.0,2,3,5,11.91,0.0,0.12,1,0.2
8244,2,2,2,3.0,2,2,6,11.83,0.0,0.1,0,0.5
8245,2,3,1,11.0,6,1,12,8.9,0.0,0.13,0,0.8
8246,1,2,2,7.0,3,1,12,7.51,0.0,0.18,0,0.3
8247,3,3,2,7.0,6,1,8,7.29,0.0,0.06,0,1.5
8248,2,3,3,15.0,3,3,15,14.27,0.0,0.15,1,0.7
8249,1,2,3,6.0,2,2,9,10.25,0.0,0.24,0,0.3
8250,1,2,2,7.0,3,2,14,9.62,0.0,0.21,0,0.3
8251,3,2,2,1.0,4,1,8,7.68,0.0,0.16,0,1.1
8252,1,1,1,0.0,2,2,4,10.2,0.0,0.1,0,0.4
8253,1,2,3,8.0,1,2,2,11.49,0.0,0.04,0,0.2
8254,1,2,2,7.0,3,4,10,14.96,0.0,0.24,1,0.2
8255,2,2,2,9.0,6,2,11,12.53,0.0,0.14,0,0.3
8256,1,1,1,4.0,5,3,8,15.27,0.0,0.26,1,0.4
8257,3,2,1,4.0,5,1,17,7.9,1.0,0.35,0,1.6
8258,1,2,1,5.0,6,2,18,9.88,0.0,0.21,0,0.3
8259,2,2,2,9.0,5,2,12,10.74,0.0,0.14,0,0.6
8260,2,2,2,0.0,1,1,10,7.74,0.0,0.2,0,0.2
8261,3,1,2,1.0,3,2,4,11.49,1.0,0.34,0,1.5
8262,1,3,1,1.0,3,3,25,12.73,0.0,0.27,1,0.4
8263,2,2,2,11.0,5,1,6,5.42,0.0,0.12,0,0.8
8264,2,3,1,3.0,2,2,7,9.63,0.0,0.05,0,0.4
8265,2,2,1,1.0,4,3,4,15.96,0.0,0.09,0,0.8
8266,1,2,1,1.0,4,3,2,13.99,0.0,0.04,1,0.2
8267,2,3,2,2.0,6,4,12,13.55,0.0,0.09,1,0.8
8268,1,2,1,3.0,2,1,11,5.42,0.0,0.22,0,0.4
8269,3,2,3,21.0,4,1,6,6.54,0.0,0.14,0,1.6
8270,1,2,1,3.0,1,4,6,14.54,0.0,0.1,0,0.2
8271,1,2,2,7.0,1,1,11,6.03,0.0,0.16,0,0.4
8272,1,2,2,7.0,5,3,8,12.23,0.0,0.15,0,0.3
8273,1,2,1,6.0,5,1,8,7.51,0.0,0.15,0,0.2
8274,1,1,3,3.0,2,3,8,13.85,1.0,0.39,0,0.2
8275,3,2,1,4.0,5,2,7,11.49,0.0,0.14,0,0.9
8276,1,3,2,2.0,4,4,25,14.96,0.0,0.29,1,0.2
8277,1,2,2,7.0,3,2,8,10.74,0.0,0.13,0,0.2
8278,1,2,1,6.0,2,2,12,10.99,0.0,0.17,0,0.4
8279,1,2,1,7.0,1,2,5,11.86,0.0,0.1,0,0.4
8280,3,2,1,0.0,4,4,5,15.65,1.0,0.11,0,1.4
8281,1,1,1,6.0,1,2,10,10.37,1.0,0.33,0,0.2
8282,3,2,1,3.0,2,4,8,16.29,0.0,0.16,1,1.2
8283,2,2,1,2.0,5,2,6,11.14,0.0,0.15,0,0.6
8284,2,2,2,8.0,5,2,7,9.99,1.0,0.15,0,0.4
8285,1,2,2,4.0,6,1,7,6.03,0.0,0.11,0,0.4
8286,1,2,1,1.0,2,1,12,6.62,0.0,0.15,0,0.4
8287,2,4,2,6.0,2,1,7,5.42,0.0,0.01,0,0.6
8288,1,2,1,6.0,1,1,8,7.88,0.0,0.21,0,0.4
8289,4,2,1,0.0,1,4,9,14.3,1.0,0.12,0,1.6
8290,1,2,2,5.0,5,1,7,7.88,0.0,0.14,0,0.4
8291,2,2,2,11.0,3,3,6,15.27,1.0,0.1,1,1.0
8292,1,2,1,2.0,3,5,20,18.64,1.0,0.36,0,0.2
8293,1,1,1,1.0,6,3,6,13.49,1.0,0.19,0,0.3
8294,1,1,1,6.0,5,3,3,12.23,0.0,0.11,1,0.2
8295,3,2,1,19.0,2,3,2,13.8,0.0,0.03,0,0.7
8296,1,2,2,7.0,6,1,6,7.9,0.0,0.07,0,0.3
8297,2,2,2,13.0,2,2,5,10.65,0.0,0.14,0,0.9
8298,3,2,2,5.0,6,1,5,5.99,0.0,0.14,0,1.1
8299,2,2,1,2.0,5,3,22,14.35,1.0,0.34,1,0.3
8300,3,2,3,5.0,6,2,12,11.99,0.0,0.31,0,0.6
8301,3,2,2,5.0,4,1,2,5.42,0.0,0.03,0,0.8
8302,2,1,1,7.0,2,4,5,14.84,1.0,0.15,0,0.9
8303,4,3,3,14.0,2,2,22,11.83,0.0,0.15,0,1.1
8304,2,3,2,3.0,2,4,20,14.59,1.0,0.17,1,0.8
8305,1,2,1,4.0,2,3,16,12.87,1.0,0.38,1,0.3
8306,2,2,1,1.0,2,1,2,7.9,0.0,0.03,0,0.4
8307,1,2,3,2.0,2,1,5,6.03,0.0,0.08,0,0.3
8308,2,2,1,11.0,2,4,12,17.27,1.0,0.13,0,1.0
8309,1,1,3,4.0,3,2,13,12.53,0.0,0.44,0,0.4
8310,5,4,2,19.0,4,3,10,13.98,0.0,0.01,1,2.2
8311,5,2,1,14.0,4,1,10,7.66,0.0,0.23,0,1.9
8312,1,2,1,7.0,3,2,5,11.36,0.0,0.1,0,0.4
8313,3,1,1,6.0,2,3,3,11.03,0.0,0.1,0,1.3
8314,2,1,1,6.0,2,3,11,13.57,1.0,0.34,0,0.5
8315,3,2,1,3.0,3,4,7,16.32,0.0,0.13,1,1.0
8316,1,2,2,2.0,5,2,13,10.38,0.0,0.2,0,0.2
8317,2,3,2,2.0,6,1,10,8.94,0.0,0.08,0,1.0
8318,4,2,2,5.0,5,1,11,7.51,0.0,0.25,0,1.4
8319,2,2,1,2.0,4,4,15,16.02,1.0,0.23,0,0.2
8320,1,2,1,2.0,6,2,7,10.59,0.0,0.13,0,0.2
8321,3,2,1,5.0,4,2,15,10.96,1.0,0.38,0,1.2
8322,3,2,1,3.0,5,2,3,9.76,0.0,0.07,0,1.2
8323,1,3,3,6.0,1,3,17,15.96,0.0,0.12,1,0.3
8324,2,3,2,2.0,6,3,25,12.87,0.0,0.12,1,0.6
8325,1,2,1,2.0,3,3,8,14.26,0.0,0.21,0,0.4
8326,3,2,3,2.0,4,1,7,8.49,0.0,0.19,0,1.5
8327,1,3,1,2.0,1,1,35,7.9,0.0,0.3,0,0.4
8328,1,2,1,0.0,4,1,10,8.94,1.0,0.13,0,0.3
8329,3,1,2,0.0,4,1,9,7.74,1.0,0.27,0,0.9
8330,2,2,1,6.0,5,2,5,9.63,1.0,0.13,0,1.0
8331,2,2,1,2.0,3,5,20,17.14,1.0,0.29,1,0.7
8332,1,2,2,0.0,3,3,3,12.53,0.0,0.08,1,0.4
8333,1,3,2,4.0,1,1,24,7.9,0.0,0.21,0,0.3
8334,1,2,2,7.0,1,3,10,13.11,0.0,0.17,0,0.3
8335,1,2,1,0.0,5,2,7,12.42,0.0,0.19,0,0.3
8336,2,2,2,3.0,6,1,10,7.88,0.0,0.28,0,0.6
8337,3,2,3,3.0,3,2,11,9.99,0.0,0.2,0,0.7
8338,1,2,2,1.0,5,1,4,7.88,0.0,0.09,0,0.4
8339,2,2,2,0.0,4,4,8,14.84,0.0,0.11,0,0.3
8340,2,3,2,3.0,5,1,8,6.91,0.0,0.09,0,0.3
8341,1,2,2,7.0,2,3,6,13.49,0.0,0.14,1,0.3
8342,1,1,2,1.0,3,2,11,11.71,0.0,0.38,0,0.2
8343,1,2,1,3.0,1,1,4,5.42,0.0,0.11,0,0.2
8344,1,1,2,1.0,5,4,5,14.46,1.0,0.16,1,0.4
8345,1,2,1,4.0,1,5,5,16.35,1.0,0.09,1,0.3
8346,2,2,1,0.0,5,4,8,15.31,1.0,0.23,1,0.2
8347,2,2,2,10.0,3,1,5,6.92,0.0,0.09,0,0.3
8348,2,3,1,0.0,6,3,3,14.22,0.0,0.02,0,0.8
8349,4,2,2,6.0,1,1,1,7.51,0.0,0.03,0,1.7
8350,2,2,2,2.0,4,1,5,7.74,0.0,0.06,0,0.9
8351,1,2,2,3.0,1,1,10,6.03,0.0,0.2,0,0.4
8352,1,3,2,3.0,5,2,35,11.99,0.0,0.37,0,0.2
8353,3,1,2,2.0,4,1,2,7.9,0.0,0.07,0,1.0
8354,1,2,1,9.0,2,3,10,14.27,0.0,0.24,0,0.2
8355,4,1,2,13.0,3,1,4,7.88,0.0,0.1,0,1.4
8356,1,2,1,3.0,3,3,10,13.8,1.0,0.24,0,0.3
8357,2,2,1,0.0,4,2,6,10.71,0.0,0.16,0,0.3
8358,1,2,1,9.0,2,2,5,11.71,0.0,0.12,0,0.2
8359,2,2,1,11.0,5,1,8,5.42,0.0,0.15,0,0.4
8360,1,2,1,1.0,1,2,10,12.42,0.0,0.24,0,0.4
8361,2,2,1,6.0,2,4,4,16.29,1.0,0.09,0,0.8
8362,2,2,1,3.0,3,1,4,7.74,0.0,0.06,0,0.6
8363,1,2,1,6.0,4,1,12,6.62,0.0,0.18,0,0.4
8364,2,2,1,1.0,6,3,15,13.43,0.0,0.18,1,1.0
8365,3,2,1,0.0,6,1,4,6.17,0.0,0.08,0,0.8
8366,1,2,2,4.0,4,1,7,6.17,0.0,0.14,0,0.2
8367,2,2,2,4.0,4,1,10,5.79,0.0,0.21,0,0.4
8368,3,2,1,2.0,4,3,24,13.85,1.0,0.4,0,1.6
8369,1,3,1,9.0,6,1,8,5.99,0.0,0.07,0,0.4
8370,3,3,2,5.0,5,1,15,7.88,0.0,0.14,0,0.7
8371,1,1,1,0.0,2,2,2,11.89,0.0,0.05,0,0.3
8372,1,1,3,3.0,3,1,8,6.91,0.0,0.38,0,0.3
8373,1,2,2,5.0,4,1,2,5.99,0.0,0.04,0,0.2
8374,1,3,1,3.0,4,1,12,5.79,0.0,0.06,0,0.4
8375,1,2,2,2.0,5,1,13,7.88,0.0,0.35,0,0.4
8376,3,2,2,9.0,3,3,13,12.53,0.0,0.24,0,1.0
8377,3,2,2,13.0,4,2,24,10.71,1.0,0.38,0,0.7
8378,1,2,1,0.0,4,1,13,6.17,0.0,0.27,0,0.4
8379,2,2,2,0.0,2,1,10,7.51,0.0,0.17,0,0.8
8380,1,3,2,7.0,1,1,4,9.32,0.0,0.04,0,0.3
8381,4,2,1,0.0,2,3,5,13.43,0.0,0.1,0,1.7
8382,1,3,2,0.0,3,2,15,11.83,0.0,0.17,0,0.4
8383,3,2,1,4.0,4,4,15,14.09,0.0,0.18,0,1.6
8384,3,2,1,2.0,3,2,15,10.99,1.0,0.43,0,0.5
8385,1,3,1,8.0,6,2,16,11.89,0.0,0.17,0,0.3
8386,2,2,2,4.0,2,2,7,10.74,0.0,0.09,0,1.0
8387,1,2,1,2.0,3,1,6,7.49,0.0,0.09,0,0.4
8388,2,2,2,8.0,6,2,12,10.65,0.0,0.2,0,0.2
8389,1,2,2,7.0,5,4,16,14.54,1.0,0.32,1,0.2
8390,2,1,1,6.0,3,4,3,14.84,1.0,0.11,1,0.8
8391,3,2,2,6.0,5,4,4,16.77,1.0,0.1,1,0.9
8392,2,1,1,0.0,2,2,4,10.74,0.0,0.13,0,0.7
8393,2,2,2,11.0,2,1,10,7.51,0.0,0.14,0,0.7
8394,1,2,2,0.0,1,1,14,8.49,0.0,0.22,0,0.3
8395,3,3,2,17.0,3,3,8,13.98,0.0,0.05,1,0.5
8396,2,2,1,14.0,1,1,11,7.49,0.0,0.29,0,0.7
8397,1,2,2,1.0,1,1,6,6.17,0.0,0.11,0,0.4
8398,1,2,1,7.0,1,2,23,9.62,1.0,0.34,0,0.2
8399,1,2,3,6.0,1,1,6,7.68,0.0,0.14,0,0.3
8400,2,2,3,13.0,2,2,12,11.48,0.0,0.21,0,0.8
8401,1,1,1,7.0,1,2,8,11.86,1.0,0.29,0,0.4
8402,3,2,2,9.0,5,4,10,13.3,1.0,0.21,0,1.5
8403,1,3,2,7.0,2,1,8,6.91,0.0,0.05,0,0.2
8404,1,2,2,0.0,3,3,11,14.27,1.0,0.24,1,0.2
8405,1,2,1,1.0,4,1,8,5.79,0.0,0.19,0,0.4
8406,1,2,1,2.0,1,1,12,7.88,0.0,0.24,0,0.4
8407,2,3,2,14.0,3,4,9,15.58,0.0,0.1,1,0.6
8408,1,2,2,4.0,3,4,2,14.96,0.0,0.06,0,0.2
8409,3,1,2,5.0,5,1,3,9.32,0.0,0.08,0,0.7
8410,3,2,1,6.0,4,2,4,11.12,0.0,0.1,0,0.5
8411,2,2,2,14.0,3,1,8,7.51,0.0,0.13,0,1.0
8412,1,1,1,0.0,4,2,5,11.49,0.0,0.17,0,0.4
8413,1,3,2,3.0,5,2,12,10.25,0.0,0.1,0,0.4
8414,1,2,3,2.0,2,1,11,7.88,0.0,0.31,0,0.2
8415,2,3,2,11.0,4,2,17,8.88,0.0,0.17,0,0.5
8416,3,3,2,12.0,5,2,35,12.69,0.0,0.25,0,0.6
8417,3,2,2,2.0,4,3,7,13.49,0.0,0.17,0,0.9
8418,2,2,1,4.0,2,3,16,13.47,0.0,0.25,1,0.5
8419,3,2,1,19.0,3,4,22,15.62,1.0,0.36,1,1.0
8420,3,2,2,7.0,4,2,7,12.42,1.0,0.15,0,0.5
8421,1,2,2,6.0,5,3,23,12.68,0.0,0.27,0,0.4
8422,1,2,2,5.0,1,2,3,9.99,0.0,0.03,0,0.4
8423,2,2,2,9.0,4,5,3,16.82,0.0,0.08,0,0.7
8424,2,3,2,2.0,4,2,18,10.59,0.0,0.16,0,1.0
8425,2,2,1,4.0,5,3,12,15.96,1.0,0.27,1,0.7
8426,1,1,1,0.0,4,3,4,13.49,0.0,0.1,1,0.2
8427,3,2,1,5.0,2,4,5,15.28,0.0,0.12,0,1.0
8428,1,2,3,1.0,3,1,10,7.29,0.0,0.2,0,0.3
8429,3,3,2,0.0,6,6,25,15.83,0.0,0.21,1,0.8
8430,2,2,1,2.0,4,1,12,8.9,0.0,0.17,0,0.9
8431,1,3,2,0.0,1,1,5,6.03,0.0,0.05,0,0.4
8432,1,3,2,6.0,2,1,8,9.63,0.0,0.06,0,0.2
8433,1,2,1,4.0,2,4,14,15.58,1.0,0.35,1,0.3
8434,3,2,2,0.0,2,2,13,10.62,0.0,0.23,0,0.9
8435,2,2,2,4.0,5,3,13,13.98,0.0,0.24,1,0.3
8436,2,2,1,3.0,5,2,9,10.0,0.0,0.14,0,0.8
8437,1,2,1,8.0,5,1,13,7.29,0.0,0.29,0,0.4
8438,3,2,1,3.0,1,1,7,7.9,0.0,0.09,0,1.5
8439,1,3,1,9.0,3,2,9,10.59,0.0,0.05,0,0.3
